,ranking,songName,artistName,playCount,increaseCount,link
0,551,정글 (Jungle),1317|CIX (씨아이엑스)|CIX|1,27313973,469,https://www.youtube.com/watch?v=9eqJAKDL2zQ
1,552,치맛바람 (Chi Mat Ba Ram),1994|브레이브걸스|BraveGirls|1,35634340,468,https://www.youtube.com/watch?v=e70PkoJhQYM
2,553,+5 STAR+,1334|CL|CL|1,9473581,467,https://www.youtube.com/watch?v=JeGhUESd_1o
3,554,LAST PIECE,521|GOT7 (갓세븐)|GOT7|1,39643974,465,https://www.youtube.com/watch?v=z1gxHexN5DI
4,555,Power,272|EXO|EXO|1,94670816,464,https://www.youtube.com/watch?v=sGRv8ZBLuW0
5,555,빨개요,1338|현아|HyunA|1,91492497,464,https://www.youtube.com/watch?v=oTXCgR93zC8
6,555,Hands Up,285|2PM|2PM|1,73196589,464,https://www.youtube.com/watch?v=KgrB2KBZws4
7,555,BLING BLING,368|iKON|iKON|1,64416334,464,https://www.youtube.com/watch?v=GUFw8wTzF_I
8,559,반박불가 (No diggity),600|원어스 (ONEUS)|ONEUS|1,22402390,462,https://www.youtube.com/watch?v=QPLiY3TGa3I
9,560,우산 (Feat. 윤하),1107|에픽하이 (EPIK HIGH)|EPIKHIGH|1,12607518,460,https://www.youtube.com/watch?v=NIPtyAKxlRs
10,561,봄 사랑 벚꽃 말고,"385|아이유|IU|1,1339|HIGH4 (하이포)||0",121133035,452,https://www.youtube.com/watch?v=ouR4nn1G9r4
11,562,Heartbreaker,730|G-DRAGON|G-DRAGON|1,73491369,451,https://www.youtube.com/watch?v=LOXEVd-Z7NE
12,562,View,288|SHINee (샤이니)|SHINee|1,57837511,451,https://www.youtube.com/watch?v=UF53cptEE5k
13,562,뻔하잖아 (YOU KNOW) (Feat. Okasian),1117|박재범|JayPark|1,33929722,451,https://www.youtube.com/watch?v=X0PqkT_dnxs
14,565,Star (목소리 English Ver.),387|이달의 소녀|LOONA|1,15001251,450,https://www.youtube.com/watch?v=zW-AIXAnLcE
15,566,give it to me,1626|Agust D|AgustD|1,48764227,448,https://www.youtube.com/watch?v=_Zgc12yL5ss
16,567,나팔바지,1186|싸이 (PSY)|PSY|1,78475524,447,https://www.youtube.com/watch?v=tF27TNC_4pc
17,567,Into the I-LAND,385|아이유|IU|1,16147830,447,https://www.youtube.com/watch?v=QYNwbZHmh8g
18,569,Only One,1452|보아 (BoA)|BoA|1,52726189,446,https://www.youtube.com/watch?v=PQjovLrnvVo
19,569,Bittersweet (Feat. 이하이),"632|원우 (SEVENTEEN)||0,635|민규 (SEVENTEEN)||0",10031193,446,https://www.youtube.com/watch?v=gvdACvfuGFA
20,571,니가 나라면 (Feat. 유회승 of N.Flying),"839|지민 (AOA)|JIMIN|1,840|유나 (AOA)||0",20874592,444,https://www.youtube.com/watch?v=pG06GddTS5U
21,572,Dumb Dumb,316|Red Velvet (레드벨벳)|RedVelvet|1,143320360,443,https://www.youtube.com/watch?v=XGdbaEDVWp0
22,573,Black on Black,1330|NCT 2018||0,53039686,439,https://www.youtube.com/watch?v=1CYH4F1KCw8
23,574,One (Monster & Infinity),1550|SuperM|SuperM|1,32648270,438,https://www.youtube.com/watch?v=-MyvZMiRGvE
24,574,왜요 (WAYO),1922|방예담||0,26674888,438,https://www.youtube.com/watch?v=k-U9YOXG4Qg
25,574,"기다린 만큼, 더",1165|검정치마|TheBlackSkirts|1,10767531,438,https://www.youtube.com/watch?v=uG2se-8-BzE
26,577,별이 빛나는 밤,307|마마무(Mamamoo)|MAMAMOO|1,81091641,437,https://www.youtube.com/watch?v=0FB2EoKTK_Q
27,577,Dumb Litty,1582|카드 (KARD)|KARD|1,23390307,437,https://www.youtube.com/watch?v=W01_e6hw288
28,579,Say Yes (Feat. 문별 of 마마무),1214|펀치 (Punch)|Punch|1,10599223,436,https://www.youtube.com/watch?v=WpLkJD5jKrQ
29,579,반의 반,"822|문별 (마마무)|MOONBYUL|1,2026|가호 (Gaho)||0",124743,436,https://www.youtube.com/watch?v=9fTmv5j5hzg
30,581,I Believe,1359|윤하 (YOUNHA)|YOUNHA|1,15807003,431,https://www.youtube.com/watch?v=KJWlkZMNJsk
31,581,너라는 이유 (Vocal by 김선호),1185|에피톤 프로젝트|EpitoneProject|1,941009,431,https://www.youtube.com/watch?v=zOsuphzw3CQ
32,583,District 9,377|Stray Kids (스트레이 키즈)|StrayKids|1,56315899,430,https://www.youtube.com/watch?v=u6unJQownW4
33,584,늦은 밤 너의 집 앞 골목길에서,1207|노을|NOEL|1,6238669,428,https://www.youtube.com/watch?v=kFhf7pjRRjA
34,585,forever rain,404|RM|RM|1,24155272,424,https://www.youtube.com/watch?v=Cvb76hBX_Oc
35,585,You're Cold (더 많이 사랑한 쪽이 아프대),1091|헤이즈 (Heize)|Heize|1,7919911,424,https://www.youtube.com/watch?v=xQTrJyi1sdQ
36,587,Lonely,1337|2NE1|2NE1|1,89956507,422,https://www.youtube.com/watch?v=5n4V3lGEyG4
37,587,Shoot Me,87|DAY6 (데이식스)|DAY6|1,45056399,422,https://www.youtube.com/watch?v=g2X2LdJAIpU
38,587,롤린 (Rollin'),1994|브레이브걸스|BraveGirls|1,7871755,422,https://www.youtube.com/watch?v=3cZrxpK2EAQ
39,590,Ice Cream Cake,316|Red Velvet (레드벨벳)|RedVelvet|1,128456168,421,https://www.youtube.com/watch?v=glXgSSOKlls
40,590,STEP,1507|카라|KARA|1,109126815,421,https://www.youtube.com/watch?v=zYoYoBtLqOY
41,590,Me like yuh (k) (Feat. Hoody),1117|박재범|JayPark|1,9070620,421,https://www.youtube.com/watch?v=9dIVOtRtBb8
42,593,Open Mind,687|원호 (WONHO)|WONHO|1,20987390,420,https://www.youtube.com/watch?v=3zFS-V_iCiM
43,593,Outsider,31|비투비|BTOB|1,20815216,420,https://www.youtube.com/watch?v=1-rD_vr_2xQ
44,595,거짓말,277|BIGBANG|BIGBANG|1,67441705,417,https://www.youtube.com/watch?v=2Cv3phvP8Ro
45,595,Help Me,361|(여자)아이들|(G)I-DLE|1,21238596,417,https://www.youtube.com/watch?v=AkcCCaDUyaU
46,597,Excuse Me,313|AOA|AOA|1,35153845,415,https://www.youtube.com/watch?v=NRlDo3JuzfI
47,597,기도 (I`ll Be Your Man),31|비투비|BTOB|1,30212913,415,https://www.youtube.com/watch?v=__BFUf_nJl0
48,599,들려주고 싶었던,2121|이승윤|LeeSeungYoon|1,1547583,414,https://www.youtube.com/watch?v=afOPnYGjHkY
49,600,Scaredy Cat,2024|DPR IAN|DPRIAN|1,4073926,413,https://www.youtube.com/watch?v=J0rmycJSPAE
