,ranking,songName,artistName,playCount,increaseCount,link
0,747,오솔레미오 (O Sole Mio),375|SF9|SF9|1,27742480,289,https://www.youtube.com/watch?v=sUZeYOLp8Ys
1,747,Rose,1163|이하이|LEEHI|1,27619747,289,https://www.youtube.com/watch?v=Ff_SuAzll90
2,747,"헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",1172|리쌍|Leessang|1,10670563,289,https://www.youtube.com/watch?v=3rYL8AHJaTc
3,754,Why,813|태연 (TAEYEON)|TAEYEON|1,72022586,286,https://www.youtube.com/watch?v=WkdtmT8A2iY
4,754,Girl Front,1255|이달의 소녀 오드아이써클||0,11955600,286,https://www.youtube.com/watch?v=tyInv6RWL0Q
5,756,TWILIGHT,1969|위아이(WEi)|WEi|1,15901221,285,https://www.youtube.com/watch?v=4BYkuPUQoWE
6,756,World is One 2021,"455|츄 (이달의 소녀)||0,1417|김요한|KIMYOHAN|1",1219898,285,https://www.youtube.com/watch?v=boAKqlSYAbQ
7,758,Still Dream,1019|김우진|KIMWOOJIN|1,1722394,284,https://www.youtube.com/watch?v=gk-21QldJns
8,758,"Not Friends (Sung by 희진, 김립, 진솔, 이브) (Prod. 라이언전)",387|이달의 소녀|LOONA|1,883074,284,https://www.youtube.com/watch?v=nhtC6-JDGqs
9,760,소원을 말해봐 (Genie),305|소녀시대 (GIRLS' GENERATION)|SNSD|1,76264439,283,https://www.youtube.com/watch?v=6SwiSpudKWI
10,760,추적이는 여름 비가 되어,1135|장범준|BeomJuneJang|1,1323200,283,https://www.youtube.com/watch?v=V47v-AXQBSw
11,762,Like Water,438|웬디 (WENDY)|WENDY|1,15281859,282,https://www.youtube.com/watch?v=-Ih5UArd4zk
12,763,DO or NOT,379|펜타곤|PENTAGON|1,28400702,281,https://www.youtube.com/watch?v=cU6cnHHX4LM
13,764,Kiss (Feat. CL),1335|산다라박|SandaraPark|1,52273509,279,https://www.youtube.com/watch?v=ZAqiMCp9zrI
14,764,WANNA BE MYSELF,307|마마무(Mamamoo)|MAMAMOO|1,26425027,279,https://www.youtube.com/watch?v=sk-qyR224fU
15,766,마지막 첫사랑 (My First and Last),1078|NCT DREAM|NCTDREAM|1,23641705,278,https://www.youtube.com/watch?v=4pUc7SD0PmU
16,766,Is You,12|에일리|Ailee|1,8742301,278,https://www.youtube.com/watch?v=FvhWloYLj54
17,766,보글보글,314|오마이걸|OhMyGirl|1,3419333,278,https://www.youtube.com/watch?v=X_MpWK58ubk
18,769,Sweet Chaos,87|DAY6 (데이식스)|DAY6|1,14955036,277,https://www.youtube.com/watch?v=CWUGikRxGQs
19,769,Where Are We Now,307|마마무(Mamamoo)|MAMAMOO|1,12910150,277,https://www.youtube.com/watch?v=zzk09ESX7e0
20,769,도망가,811|MINO (송민호)|MINO|1,10219498,277,https://www.youtube.com/watch?v=1eWm7NwjGco
21,769,사랑해서 그래,1102|강민경 (다비치)|KANGMINKYUNG|1,2629490,277,https://www.youtube.com/watch?v=VLMenmGfM1o
22,773,ISLAND,303|WINNER|WINNER|1,43263670,276,https://www.youtube.com/watch?v=kRj4toENrnA
23,773,Senorita,1327|VAV|VAV|1,36889886,276,https://www.youtube.com/watch?v=umv7vZ4SmCc
24,773,완전 미쳤네 (Korean Ver.),321|티아라|T-ARA|1,33877612,276,https://www.youtube.com/watch?v=maSoUetHock
25,773,야누스 (Janus),297|보이프렌드|BOYFRIEND|1,27731653,276,https://www.youtube.com/watch?v=fPhfnAQGB0E
26,773,삐딱선 (SAVAGE),384|A.C.E (에이스)|A.C.E|1,17287270,276,https://www.youtube.com/watch?v=j2MyB1MjumM
27,778,IndiGO,"1162|Kid Milli|KidMilli|1,1393|저스디스 (JUSTHIS)|JUSTHIS|1,1394|NO:EL||0,1395|양홍원|YoungB|1",30257083,275,https://www.youtube.com/watch?v=jd2DxTR0znU
28,779,Feel Good (SECRET CODE),386|프로미스나인|fromis_9|1,22871578,274,https://www.youtube.com/watch?v=jLmJhjCzOTw
29,779,Eclipse (Prod. by Daniel Obi Klein) (김립),387|이달의 소녀|LOONA|1,12237451,274,https://www.youtube.com/watch?v=_qJEoSa3Ie0
30,779,Paranoid,1700|ASH ISLAND|ASHISLAND|1,7860484,274,https://www.youtube.com/watch?v=rMQ20mMOOuM
31,782,취향저격,368|iKON|iKON|1,59111060,273,https://www.youtube.com/watch?v=ZS6vfv4sszg
32,782,12월의 기적 (Miracles In December),272|EXO|EXO|1,56504206,273,https://www.youtube.com/watch?v=yVLxRXoLaas
33,782,혜화동 (혹은 쌍문동),1461|박보람|ParkBoRam|1,24063973,273,https://www.youtube.com/watch?v=7_mNEE3Y96A
34,785,COME BACK HOME,600|원어스 (ONEUS)|ONEUS|1,7303518,272,https://www.youtube.com/watch?v=P-hFKrvDaGw
35,785,The Purge,"1117|박재범|JayPark|1,1174|김하온 (HAON)|HAON|1,1191|식케이 (Sik-K)|Sik-K|1,1210|pH-1|pH-1|1,1565|Woodie Gochild|woodiegochild|1,1732|BIG Naughty (서동현)|BIGNaughty|1",6481234,272,https://www.youtube.com/watch?v=tE4PviEbSgA
36,787,농담,404|RM|RM|1,16720973,271,https://www.youtube.com/watch?v=TfenCTabhDY
