,ranking,songName,artistName,playCount,increaseCount,link
0,650,나의 옛날이야기,385|아이유|IU|1,25005969,359,https://www.youtube.com/watch?v=npttud7NkL0
1,652,PIRI,335|드림캐쳐|Dreamcatcher|1,20720524,358,https://www.youtube.com/watch?v=Pq_mbTSR-a0
2,652,Bad Idea,2015|문빈&산하(ASTRO)||0,9575413,358,https://www.youtube.com/watch?v=K0oSaCS0_98
3,652,"Rosario (Feat. CL, 지코)",1107|에픽하이 (EPIK HIGH)|EPIKHIGH|1,7895073,358,https://www.youtube.com/watch?v=FCsLikmxhV0
4,655,ILLUSION,393|ATEEZ (에이티즈)|ATEEZ|1,21919310,354,https://www.youtube.com/watch?v=i_HzsHss94E
5,656,Punch,1328|NCT 127|NCT127|1,40996086,353,https://www.youtube.com/watch?v=U08OSl3V4po
6,656,Baby,289|아스트로 (ASTRO)|ASTRO|1,25044741,353,https://www.youtube.com/watch?v=IwqEXtsvaDg
7,656,시간이 들겠지 (Feat. Colde),1094|로꼬|Loco|1,15702185,353,https://www.youtube.com/watch?v=YfQzz00Oc_M
8,656,둠둠타(DOOM DOOM TA),2146|트라이비(TRI.BE)|TRI.BE|1,7681046,353,https://www.youtube.com/watch?v=QsuC2S2mdT0
9,660,밤 (Time for the moon night),308|여자친구 (GFRIEND)|GFRIEND|1,63845820,350,https://www.youtube.com/watch?v=_XyBa8QsVQU
10,660,모르나봐,"15|소유 (SOYOU)|SOYOU|1,16|브라더수|BrotherSu|1",14238176,350,https://www.youtube.com/watch?v=Ejs2u5z-I5k
11,662,WE GO,386|프로미스나인|fromis_9|1,20515937,349,https://www.youtube.com/watch?v=HM6UpQZvbhY
12,663,너 아님 안돼,1337|2NE1|2NE1|1,56054449,348,https://www.youtube.com/watch?v=zdKTgwffmdo
13,663,너라고 (It`s You),286|SUPER JUNIOR (슈퍼주니어)|SUPERJUNIOR|1,39289101,348,https://www.youtube.com/watch?v=7ErgffP0wVw
14,663,이런 엔딩,385|아이유|IU|1,37707910,348,https://www.youtube.com/watch?v=Rh5ok0ljrzA
15,666,FACE,284|뉴이스트|NUEST|1,122722321,344,https://www.youtube.com/watch?v=gyXy0m-4bvE
16,667,You Are My Everything,1146|거미|GUMMY|1,55482289,342,https://www.youtube.com/watch?v=ToASX6axGuw
17,667,드림,1083|볼빨간사춘기|BOL4|1,5637672,342,https://www.youtube.com/watch?v=I2n0zjTE2kY
18,669,love4eva (Feat. Grimes),1254|이달의소녀 yyxy||0,16503546,340,https://www.youtube.com/watch?v=tIWpr3tHzII
19,670,Dream (Prod. by 박근태),"399|백현 (BAEKHYUN)|BAEKHYUN|1,1340|수지 (SUZY)|SUZY|1",73481440,339,https://www.youtube.com/watch?v=WfYgbFBFe1E
20,670,서울의 잠 못 이루는 밤 (Feat. 이수현),389|10cm|10cm|1,2246034,339,https://www.youtube.com/watch?v=KK-ffKikwBw
21,672,널 사랑하지 않아,1115|어반 자카파 |UrbanZakapa|1,54068836,338,https://www.youtube.com/watch?v=MfYPKZl7W1w
22,672,누아르 (Noir),1184|선미|SUNMI|1,28511289,338,https://www.youtube.com/watch?v=CNeNwplE_aw
23,674,Apple,308|여자친구 (GFRIEND)|GFRIEND|1,36061790,337,https://www.youtube.com/watch?v=XQSse3b2ge4
24,674,바다 보러 갈래?,"393|ATEEZ (에이티즈)|ATEEZ|1,2205|김종국||0",3169959,337,https://www.youtube.com/watch?v=JUFpIKx6y2c
25,676,밤밤(Bomb Bomb),1582|카드 (KARD)|KARD|1,49366441,336,https://www.youtube.com/watch?v=Y44vb5I3OAU
26,676,첫 눈,1137|정준일|JungJunil|1,7500724,336,https://www.youtube.com/watch?v=56txiKgYT3E
27,678,Hello Bitches,1334|CL|CL|1,62252530,335,https://www.youtube.com/watch?v=8o4Zj98FeX4
28,679,와리가리,1099|혁오 (HYUKOH)|HYUKOH|1,27565305,334,https://www.youtube.com/watch?v=ECMc1SB60E0
29,680,주인공,1184|선미|SUNMI|1,69245413,333,https://www.youtube.com/watch?v=F4qfN5UeFvQ
30,680,사이먼 도미닉,1515|사이먼 도미닉|SimonDominic|1,18129404,333,https://www.youtube.com/watch?v=c-9KDtvHEPY
31,682,갑자기 분위기 싸해질 필요 없잖아요,377|Stray Kids (스트레이 키즈)|StrayKids|1,29958544,332,https://www.youtube.com/watch?v=y289In1OdZI
32,682,You make Me,87|DAY6 (데이식스)|DAY6|1,9555482,332,https://www.youtube.com/watch?v=HwcCBnfhsR4
33,682,뚫고 지나가요,87|DAY6 (데이식스)|DAY6|1,3340443,332,https://www.youtube.com/watch?v=N2p__-LRBNc
34,685,A,521|GOT7 (갓세븐)|GOT7|1,118267236,331,https://www.youtube.com/watch?v=eISomx-VMow
35,685,"나만, 봄",1083|볼빨간사춘기|BOL4|1,29621395,331,https://www.youtube.com/watch?v=AsXxuIdpkWM
36,685,My My,640|세븐틴|SEVENTEEN|1,22409458,331,https://www.youtube.com/watch?v=PQOJJ037ys8
37,685,이대로만,1094|로꼬|Loco|1,1151753,331,https://www.youtube.com/watch?v=-M__Nh-HvmA
38,689,자나깨나 (Feat. 조이 of Red Velvet),1084|Crush|Crush|1,13812900,330,https://www.youtube.com/watch?v=29ycT6fA-Rs
39,690,WOW,31|비투비|BTOB|1,45803064,329,https://www.youtube.com/watch?v=cXcUXWL1mJA
40,691,소녀,1096|오혁|OHHYUK|1,30656329,328,https://www.youtube.com/watch?v=bLoO0FSXncg
41,692,산다는 건 (Cheer Up),1545|홍진영|HONGJINYOUNG|1,22704668,326,https://www.youtube.com/watch?v=RYV1s0ylNFM
42,693,심쿵해 (Heart Attack),313|AOA|AOA|1,68818713,323,https://www.youtube.com/watch?v=1pBgMBBsv4k
43,694,"BERMUDA TRIANGLE (Feat. Crush, DEAN)",1085|지코 (ZICO)|ZICO|1,52795221,321,https://www.youtube.com/watch?v=ZHoLaLlL5lA
44,694,좋은 사람 있으면 소개시켜줘,441|조이 (JOY)|JOY|1,10945725,321,https://www.youtube.com/watch?v=hoLzH1revMg
45,694,No More (Prod. Zion.T),1417|김요한|KIMYOHAN|1,10705292,321,https://www.youtube.com/watch?v=bjko3XdiZK4
46,694,나란히 (Side By Side),634|디에잇 (SEVENTEEN)|the8|1,8621968,321,https://www.youtube.com/watch?v=e5bqgvfz84E
47,698,깨워 (Who U Are),543|강다니엘|KANGDANIEL|1,23954872,318,https://www.youtube.com/watch?v=SQj7Ed-Z9Lk
48,698,BLACK MIRROR,600|원어스 (ONEUS)|ONEUS|1,22892172,318,https://www.youtube.com/watch?v=LnB2Zg3um0g
49,698,water color,823|휘인 (Whee In)|WheeIn|1,9631663,318,https://www.youtube.com/watch?v=ShFKF2YN7H0
