,ranking,songName,artistName,playCount,increaseCount,link
0,1001,FEEL LIKE,1346|WOODZ (조승연)|WOODZ|1,14965754,181,https://www.youtube.com/watch?v=z2KMxSb4GIo
1,1001,따라따라와 (Prod. by 영탁),1886|김희재|KimHeeJae|1,746865,181,https://www.youtube.com/watch?v=aIigad1n-L0
2,1001,Zombie,1973|퍼플키스|PURPLEKISS|1,498464,181,https://www.youtube.com/watch?v=QptqmIKMRWU
3,1004,Touch Love,1149|윤미래|YOONMIRAE|1,23096820,180,https://www.youtube.com/watch?v=ZH8BYNwmR5Q
4,1005,랑데뷰 (Rendezvous),1191|식케이 (Sik-K)|Sik-K|1,12135956,179,https://www.youtube.com/watch?v=36HvpOE4opQ
5,1005,Numb,1634|제시 (Jessi)|Jessi|1,6341627,179,https://www.youtube.com/watch?v=pVTB03ZgHWI
6,1005,비를 몰고 오는 소년 (Rain To Be),606|원위 (ONEWE)|ONEWE|1,1863508,179,https://www.youtube.com/watch?v=hzzbFTzVSbA
7,1008,Decalcomanie (데칼코마니),307|마마무(Mamamoo)|MAMAMOO|1,41524697,178,https://www.youtube.com/watch?v=y2OFPvYxZuY
8,1008,Love Cherry Motion (최리),387|이달의 소녀|LOONA|1,8952046,178,https://www.youtube.com/watch?v=VBbeuXW8Nko
9,1010,FLEX,2032|T1419|T1419|1,25176318,177,https://www.youtube.com/watch?v=K-0mbJGWA-k
10,1010,SO BAD,2031|STAYC|STAYC|1,8504482,177,https://www.youtube.com/watch?v=lcRV2gyEfMo
11,1012,Why So Lonely,1506|원더걸스|WonderGirls|1,45869949,176,https://www.youtube.com/watch?v=PYGODWJgR-c
12,1012,Long Flight,524|태용 (TAEYONG)|TAEYONG|1,19520998,176,https://www.youtube.com/watch?v=SvV49SD99DY
13,1012,24시간이 모자라,1184|선미|SUNMI|1,16737064,176,https://www.youtube.com/watch?v=2UmDrsMlXXg
14,1012,"NOAH (Feat. 박재범, Hoody)",1174|김하온 (HAON)|HAON|1,15138932,176,https://www.youtube.com/watch?v=HWl8XAOQnTg
15,1016,활활 (Burn It Up),10|Wanna One (워너원)|WannaOne|1,37046435,175,https://www.youtube.com/watch?v=XwGqz8BhHho
16,1016,우당탕 (Crush),1728|MCND|MCND|1,18019935,175,https://www.youtube.com/watch?v=4-4Z21Lar2Y
17,1016,Singing in the Rain (진솔),387|이달의 소녀|LOONA|1,11337161,175,https://www.youtube.com/watch?v=RWeyOyY_puQ
18,1016,Feel You,1152|신용재|ShinYongJae|1,2813473,175,https://www.youtube.com/watch?v=bKIu8S6kj8E
19,1020,바나나차차,332|모모랜드 (MOMOLAND)|MOMOLAND|1,35375848,174,https://www.youtube.com/watch?v=Zx58FMoPZEI
20,1020,좋아합니다,87|DAY6 (데이식스)|DAY6|1,13771394,174,https://www.youtube.com/watch?v=daoMYJv8i0c
21,1020,사진을 보다가,323|다비치|DAVICHI|1,569327,174,https://www.youtube.com/watch?v=Ri7Y9NZPZ8g
22,1023,DOOM DADA,728|T.O.P|T.O.P|1,44300942,173,https://www.youtube.com/watch?v=tAoME_aMm1w
23,1023,여우야,441|조이 (JOY)|JOY|1,19200781,173,https://www.youtube.com/watch?v=De5Lz3QzzWI
24,1025,FOCUS ON ME,1237|Jus2 (저스투)||0,41888215,172,https://www.youtube.com/watch?v=uf27Hxrglrk
25,1025,니가 불어와 (Crazy Sexy Cool),289|아스트로 (ASTRO)|ASTRO|1,29434200,172,https://www.youtube.com/watch?v=xeUx0AN2kCA
26,1025,COOL,327|위키미키 (Weki Meki)|WekiMeki|1,15502036,172,https://www.youtube.com/watch?v=AHikmx0eVXM
27,1025,"Cerberus (Song By 유토, 키노, 우석)",379|펜타곤|PENTAGON|1,926571,172,https://www.youtube.com/watch?v=lhh5FzzQY38
28,1025,PADO,1966|비비 (BIBI)|BIBI|1,719647,172,https://www.youtube.com/watch?v=gjyEcSim4js
29,1030,유리구슬 (Glass Bead),308|여자친구 (GFRIEND)|GFRIEND|1,15130569,171,https://www.youtube.com/watch?v=GU7icQFVzHo
30,1030,내꺼하자,278|인피니트|INFINITE|1,7594194,171,https://www.youtube.com/watch?v=tqC8AmuZuLI
31,1030,외딴섬 로맨틱,1160|잔나비|Jannabi|1,546623,171,https://www.youtube.com/watch?v=vrDjwvi-f94
32,1030,여전히 아름다운지,640|세븐틴|SEVENTEEN|1,471295,171,https://www.youtube.com/watch?v=Hfa3LVMWq7w
33,1034,Dr. 베베 (Dr. BeBe),379|펜타곤|PENTAGON|1,25205132,170,https://www.youtube.com/watch?v=eMIBLloecRI
34,1034,Heartbeat,285|2PM|2PM|1,22539629,170,https://www.youtube.com/watch?v=bKtvDv7eykg
35,1034,It`s You (Feat. ZICO),1212|샘김 (SAM KIM)|SAMKIM|1,10657993,170,https://www.youtube.com/watch?v=3Uyl_ifBiLE
36,1034,사랑을 찾는 방법,739|신우||0,10186179,170,https://www.youtube.com/watch?v=ObfOfHFxkqg
37,1038,고고베베 (gogobebe),307|마마무(Mamamoo)|MAMAMOO|1,65207765,169,https://www.youtube.com/watch?v=Cp56JdkmE9s
38,1038,너 그리고 나 (NAVILLERA),308|여자친구 (GFRIEND)|GFRIEND|1,63618379,169,https://www.youtube.com/watch?v=Se8bbsUFjC8
39,1038,괜찮아 사랑이야,323|다비치|DAVICHI|1,24742435,169,https://www.youtube.com/watch?v=nXHvDDLiANA
40,1038,Kiss Me + Neon,1154|DPR LIVE|DPRLIVE|1,3054418,169,https://www.youtube.com/watch?v=0pzIBCdJ5Bs
41,1038,헤어진 우리가 지켜야 할 것들,"20|김나영|KimNaYoung|1,483|양다일|YangDaIl|1",2790458,169,https://www.youtube.com/watch?v=UY8l4Ucp4Ik
42,1043,"다정하게, 안녕히",1103|성시경|SUNGSIKYUNG|1,7483684,168,https://www.youtube.com/watch?v=Pr9QDqGNng4
43,1043,"Malibu (Feat. The Quiett, Mokyo) (Prod. Mokyo)",1210|pH-1|pH-1|1,5598216,168,https://www.youtube.com/watch?v=eCJePo-R7aY
44,1045,Rookie,316|Red Velvet (레드벨벳)|RedVelvet|1,71292167,167,https://www.youtube.com/watch?v=J0h8-OTC38I
45,1045,괴도 (Danger),779|태민 (TAEMIN)|TAEMIN|1,31765360,167,https://www.youtube.com/watch?v=UF8m2JIDjKU
46,1045,What a life,1427|세훈&찬열|EXO-SC|1,30560320,167,https://www.youtube.com/watch?v=AtNBhPxVwh0
47,1045,Loop,685|I.M (몬스타엑스)|I.M|1,632710,167,https://www.youtube.com/watch?v=hKigXJzE8g8
48,1049,덤앤더머 (DUMB & DUMBER),368|iKON|iKON|1,33852383,166,https://www.youtube.com/watch?v=QjZkpm7_kRk
49,1049,Kissing You,305|소녀시대 (GIRLS' GENERATION)|SNSD|1,15925198,166,https://www.youtube.com/watch?v=r3yxxe66LXs
