,ranking,songName,artistName,playCount,increaseCount,link
0,251,Go or Stop?,1184|선미|SUNMI|1,68772,1317,https://www.youtube.com/watch?v=hDRRArLJig4
1,252,ASAP,2031|STAYC|STAYC|1,9956774,1311,https://www.youtube.com/watch?v=_X3r09dgbQg
2,253,니가 부르는 나의 이름,521|GOT7 (갓세븐)|GOT7|1,119946389,1299,https://www.youtube.com/watch?v=xQI9oZEY-B0
3,254,색안경 (STEREOTYPE),2031|STAYC|STAYC|1,5265426,1293,https://www.youtube.com/watch?v=Ja0MZQOWl1w
4,255,WAVE,393|ATEEZ (에이티즈)|ATEEZ|1,57390486,1292,https://www.youtube.com/watch?v=FIInyEWWW-s
5,256,Magic,653|투모로우바이투게더|TXT|1,11586317,1271,https://www.youtube.com/watch?v=FQRnJvbLTAo
6,257,Bambi,399|백현 (BAEKHYUN)|BAEKHYUN|1,41593652,1262,https://www.youtube.com/watch?v=8M3WUaeIbOk
7,258,애,377|Stray Kids (스트레이 키즈)|StrayKids|1,19534375,1256,https://www.youtube.com/watch?v=M7lIml8-eHU
8,259,GAMBLER,363|몬스타엑스|MONSTAX|1,37471237,1249,https://www.youtube.com/watch?v=yY13X0BKaUw
9,260,보여줄게,12|에일리|Ailee|1,94220549,1246,https://www.youtube.com/watch?v=MCEcWcIww5k
10,261,니가 하면,521|GOT7 (갓세븐)|GOT7|1,204103970,1245,https://www.youtube.com/watch?v=T0iPB_JyS5g
11,262,아주 NICE,640|세븐틴|SEVENTEEN|1,94984026,1230,https://www.youtube.com/watch?v=J-wFp43XOrA
12,263,After Midnight,289|아스트로 (ASTRO)|ASTRO|1,31325940,1213,https://www.youtube.com/watch?v=qOt4NPfvLPQ
13,264,Scream,335|드림캐쳐|Dreamcatcher|1,36145640,1209,https://www.youtube.com/watch?v=FKlGHHhTOsQ
14,265,Who Dis?,1901|SECRET NUMBER (시크릿넘버)|SECRETNUMBER|1,41343892,1208,https://www.youtube.com/watch?v=mkYwq_CKpyw
15,266,Say My Name,393|ATEEZ (에이티즈)|ATEEZ|1,55365432,1201,https://www.youtube.com/watch?v=nKU4OVH18mE
16,267,Love Killa,363|몬스타엑스|MONSTAX|1,45938170,1198,https://www.youtube.com/watch?v=-ToHbHcolfA
17,268,HIT,640|세븐틴|SEVENTEEN|1,61261749,1194,https://www.youtube.com/watch?v=F9CrRG6j2SM
18,269,신호등,2138|이무진|LeeMujin|1,5757212,1187,https://www.youtube.com/watch?v=SK6Sm2Ki9tI
19,270,Sugar Free,321|티아라|T-ARA|1,69965758,1185,https://www.youtube.com/watch?v=q_eo5j5sib8
20,271,오늘부터 우리는 (Me Gustas Tu),308|여자친구 (GFRIEND)|GFRIEND|1,45202468,1177,https://www.youtube.com/watch?v=YYHyAIFG3iI
21,272,Double Knot,377|Stray Kids (스트레이 키즈)|StrayKids|1,59892375,1170,https://www.youtube.com/watch?v=UWoyeuwj9c0
22,273,빨간 맛 (Red Flavor),316|Red Velvet (레드벨벳)|RedVelvet|1,182838599,1167,https://www.youtube.com/watch?v=WyiIGEHQP8o
23,274,"HALA HALA (Hearts Awakened, Live Alive)",393|ATEEZ (에이티즈)|ATEEZ|1,32085350,1166,https://www.youtube.com/watch?v=QbjmVyP9RFg
24,275,삐딱하게 (Crooked),730|G-DRAGON|G-DRAGON|1,205932576,1161,https://www.youtube.com/watch?v=RKhsHGfrFmY
25,276,하루 하루,277|BIGBANG|BIGBANG|1,158589049,1159,https://www.youtube.com/watch?v=MzCbEdtNbJ0
26,277,I NEED U,273|방탄소년단|BTS|1,225783886,1152,https://www.youtube.com/watch?v=NMdTd9e-LEI
27,277,벌써 12시,7|청하|CHUNGHA|1,86537488,1152,https://www.youtube.com/watch?v=HlN2BXNJzxA
28,279,ONE,289|아스트로 (ASTRO)|ASTRO|1,32889420,1151,https://www.youtube.com/watch?app=desktop&v=XxlsLmHwCSk
29,279,VENI VIDI VICI,1844|CRAVITY|CRAVITY|1,266740,1151,https://www.youtube.com/watch?v=DT2bfnhXQCs
