,ranking,songName,artistName,playCount,increaseCount,link
0,201,상남자 (Boy In Luv),273|방탄소년단|BTS|1,390075751,1745,https://www.youtube.com/watch?v=m8MfJg68oCs
1,202,For You,31|비투비|BTOB|1,63900153,1735,https://www.youtube.com/watch?v=A1aRHQ6EnXE
2,203,Answer,393|ATEEZ (에이티즈)|ATEEZ|1,68266710,1727,https://www.youtube.com/watch?v=yW7wZX3DUaY
3,204,똑 같아요,1795|송지은|SongJiEun|1,29918628,1719,https://www.youtube.com/watch?v=56bcYIcrF4Q
4,205,Cherry Bomb,1328|NCT 127|NCT127|1,142830156,1708,https://www.youtube.com/watch?v=WkuHLzMMTZM
5,206,한(一),361|(여자)아이들|(G)I-DLE|1,118552786,1699,https://www.youtube.com/watch?v=OKNXn2qCEws
6,207,한숨,1163|이하이|LEEHI|1,95446738,1695,https://www.youtube.com/watch?v=5iSlfF8TQ9k
7,208,BAAM,332|모모랜드 (MOMOLAND)|MOMOLAND|1,225114475,1653,https://www.youtube.com/watch?v=txWmd7QKFe8
8,209,Billy Poco,2016|ENHYPEN|ENHYPEN|1,6959209,1640,https://www.youtube.com/watch?v=wWKu3cCLJWc
9,210,죽겠다 (KILLING ME),368|iKON|iKON|1,200376205,1637,https://www.youtube.com/watch?v=RyVS7R9PN6U
10,211,사랑해 (I LOVE YOU),1744|TREASURE (트레저)|TREASURE|1,78053889,1623,https://www.youtube.com/watch?v=_hFarg-Obuc
11,212,REALLY REALLY,303|WINNER|WINNER|1,168960549,1620,https://www.youtube.com/watch?v=4tBnF46ybZk
12,213,LION,361|(여자)아이들|(G)I-DLE|1,94946658,1619,https://www.youtube.com/watch?v=6oanIo_2Z4Q
13,214,Adios,680|EVERGLOW (에버글로우)|EVERGLOW|1,150762121,1605,https://www.youtube.com/watch?v=4gX_p1VkgA4
14,215,Easy,377|Stray Kids (스트레이 키즈)|StrayKids|1,46941409,1601,https://www.youtube.com/watch?v=XZSv3aMGg5Q
15,216,어느날 머리에서 뿔이 자랐다 (CROWN),653|투모로우바이투게더|TXT|1,144807437,1593,https://www.youtube.com/watch?v=W3iSnJ663II
16,217,그때 그 아인,1590|김필|KimFeel|1,25621296,1569,https://www.youtube.com/watch?v=qho6wWlsANw
17,218,그러지 마 (feat. RM),2131|이이언 (eAeon)|vvss|0,16276995,1565,https://www.youtube.com/watch?v=oVPYa7QCmRg
18,219,We Are Bulletproof PT.2,273|방탄소년단|BTS|1,146635775,1554,https://www.youtube.com/watch?v=gqhWHy0rrtM
19,220,BOCA,335|드림캐쳐|Dreamcatcher|1,47726031,1548,https://www.youtube.com/watch?v=MZ4JGye4dQU
20,221,Ring Ding Dong,288|SHINee (샤이니)|SHINee|1,143313666,1539,https://www.youtube.com/watch?v=roughtzsCDI
21,222,라비앙로즈 (La Vie en Rose),394|IZ*ONE (아이즈원)|IZ*ONE|1,160178779,1530,https://www.youtube.com/watch?v=WZwr2a_lFWY
22,223,INCEPTION,393|ATEEZ (에이티즈)|ATEEZ|1,64912886,1528,https://www.youtube.com/watch?v=2NArH91kHoQ
23,224,박수,640|세븐틴|SEVENTEEN|1,95746024,1515,https://www.youtube.com/watch?v=CyzEtbG-sxY
24,225,빨간 립스틱 (Feat. 윤미래),1163|이하이|LEEHI|1,5513401,1511,https://www.youtube.com/watch?v=GLlP-CNlY9I
25,226,THRILL RIDE,371|더보이즈(THE BOYZ)|THEBOYZ|1,33227801,1507,https://www.youtube.com/watch?v=XMs2CIiqRDI
26,226,SO BAD,2031|STAYC|STAYC|1,23299145,1507,https://www.youtube.com/watch?v=gMe1c4UegBY
