idx,title_list,view_list,link_list,image_list
143,GOT7(갓세븐) TOURLOG EP.14,조회수 27만회,https://www.youtube.com/watch?v=u6CrosxkArA,https://i.ytimg.com/vi/u6CrosxkArA/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA_sZw2tdcx8d-hV2_OrfZLVz0xew
144,"GOT7 MONOGRAPH ""FAN FEST 2019 SEVEN SECRETS"" EP.06",조회수 10만회,https://www.youtube.com/watch?v=drs89EOuLWw,https://i.ytimg.com/vi/drs89EOuLWw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBvPS_qxc42Riw71EESC-bSR5mGFA
145,"GOT7(갓세븐) MONOGRAPH ""FAN FEST 2019 SEVEN SECRETS"" EP.05",조회수 8.5만회,https://www.youtube.com/watch?v=xouG3KKAHVo,https://i.ytimg.com/vi/xouG3KKAHVo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCdw_FoLOHKaM-Iutl8iioTFe9kRw
146,GOT7(갓세븐) TOURLOG EP.13,조회수 35만회,https://www.youtube.com/watch?v=n59INB00v4U,https://i.ytimg.com/vi/n59INB00v4U/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4Jz6LJThKnSe-7F-elBQP8ScArg
147,"GOT7(갓세븐) MONOGRAPH ""FAN FEST 2019 SEVEN SECRETS"" EP.04",조회수 9.6만회,https://www.youtube.com/watch?v=YKHF4HRD2Sw,https://i.ytimg.com/vi/YKHF4HRD2Sw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAPLZHKv6ZzXCCYUP08Z5TlW0HfGQ
148,Invitation Letter for I GOT7 6th Generation from GOT7(갓세븐),조회수 10만회,https://www.youtube.com/watch?v=QlG9D1ChZBQ,https://i.ytimg.com/vi/QlG9D1ChZBQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCPyMpcey-qdOqrqacgaVODoMpCGw
149,"GOT7(갓세븐) MONOGRAPH ""FAN FEST 2019 SEVEN SECRETS"" EP.03",조회수 12만회,https://www.youtube.com/watch?v=XsTmj0ERV4g,https://i.ytimg.com/vi/XsTmj0ERV4g/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD3kDeZU9ECh9eupPCQo4QHm28eAA
150,GOT7(갓세븐) TOURLOG EP.12,조회수 46만회,https://www.youtube.com/watch?v=D-ZEdTXSeow,https://i.ytimg.com/vi/D-ZEdTXSeow/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDKQRkfVTzbdacFcVYdMwFqX34MxA
151,"GOT7(갓세븐) MONOGRAPH ""FAN FEST 2019 SEVEN SECRETS"" EP.02",조회수 17만회,https://www.youtube.com/watch?v=vkGGe56hKsg,https://i.ytimg.com/vi/vkGGe56hKsg/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBHrQUMYz6uzgPSvIjKHUMgVAxOXA
152,"GOT7(갓세븐) Mark(마크) ""On Your MARK"" CHENGDU FANMEETING",조회수 19만회,https://www.youtube.com/watch?v=yZ35caLJW9g,https://i.ytimg.com/vi/yZ35caLJW9g/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAYr-W_XpmwqJ1wlob6pHT9bCmqYA
153,GOT7(갓세븐) TOURLOG EP.11,조회수 33만회,https://www.youtube.com/watch?v=dM0LjI7RKDI,https://i.ytimg.com/vi/dM0LjI7RKDI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLClQ_mQ4MLP-ltjKR88gEtNPo-E1g
154,"GOT7(갓세븐) MONOGRAPH ""FAN FEST 2019 SEVEN SECRETS"" EP.01",조회수 14만회,https://www.youtube.com/watch?v=wivMS28eP_U,https://i.ytimg.com/vi/wivMS28eP_U/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCz-0b2Zuj4xgTqWneQdf-26dLKaw
155,[GOT2DAY 2019] 21. JB & Jinyoung,조회수 31만회,https://www.youtube.com/watch?v=Zjaw_-O2kCc,https://i.ytimg.com/vi/Zjaw_-O2kCc/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAvNjEm7ggiB4ZxzCzqed570LZ9gg
156,GOT7(갓세븐) TOURLOG EP.10,조회수 65만회,https://www.youtube.com/watch?v=HvMpPitGbhU,https://i.ytimg.com/vi/HvMpPitGbhU/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDLUuwBa9PN9P9RIQp5uGDwEDUbHQ
157,GOT7(갓세븐) TOURLOG EP.09,조회수 45만회,https://www.youtube.com/watch?v=x2EID5S5T0I,https://i.ytimg.com/vi/x2EID5S5T0I/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAqO3uUT5nb_zQnekqWT0O8fP_Iew
158,GOT7(갓세븐) TOURLOG EP.08,조회수 24만회,https://www.youtube.com/watch?v=Re3tUgxCCK4,https://i.ytimg.com/vi/Re3tUgxCCK4/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDbgSpnK_iDechSzDoAzghCsJtIFw
159,GOT7 TOURLOG EP.07,조회수 19만회,https://www.youtube.com/watch?v=iyiJ6QWpMck,https://i.ytimg.com/vi/iyiJ6QWpMck/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAwQsUZwuHjZYo_bO3tjm7UIThtyw
160,[GOT2DAY 2019] 20. Mark & Yugyeom,조회수 13만회,https://www.youtube.com/watch?v=Eyb4Fadr5PI,https://i.ytimg.com/vi/Eyb4Fadr5PI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBzOt-HW8VCG_itj2CUhAXobY9MsQ
161,[GOT2DAY 2019] 19. JB & BamBam,조회수 22만회,https://www.youtube.com/watch?v=wp1x6tGoJhs,https://i.ytimg.com/vi/wp1x6tGoJhs/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBvB1PvnfutKP5QtQz2eV-PgU85PA
162,GOT7(갓세븐) TOURLOG EP.06,조회수 23만회,https://www.youtube.com/watch?v=-ZBLpQsCW_0,https://i.ytimg.com/vi/-ZBLpQsCW_0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCW-Oi1CxhT1ICl6KezYirAgdkCPQ
163,[GOT2DAY 2019] 18. Jinyoung & Youngjae,조회수 13만회,https://www.youtube.com/watch?v=TfwwZzFhEbk,https://i.ytimg.com/vi/TfwwZzFhEbk/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBeVg1jwWF_fyCS-Kjc70RakSJlGg
164,GOT7(갓세븐) TOURLOG EP.05,조회수 22만회,https://www.youtube.com/watch?v=3V9-YUGoz4k,https://i.ytimg.com/vi/3V9-YUGoz4k/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA09G7p6s_MQMfl-DsfJNhyPVC8NA
165,[GOT2DAY 2019] 17. Mark & BamBam,조회수 30만회,https://www.youtube.com/watch?v=1zulY4RCnYE,https://i.ytimg.com/vi/1zulY4RCnYE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDSIiXACCKhbdOhVsEtokLiSfDX9A
166,[GOT2DAY 2019] 16. Jackson & BamBam,조회수 19만회,https://www.youtube.com/watch?v=vKlWdOF6wn8,https://i.ytimg.com/vi/vKlWdOF6wn8/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDHm-caXFnzXusZEA4Majeo40zEaA
167,[GOT2DAY 2019] 15. JB & Yugyeom,조회수 13만회,https://www.youtube.com/watch?v=GgCrMOMLdQM,https://i.ytimg.com/vi/GgCrMOMLdQM/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLChxYBDWKIwvdFhPAwqaVmF8BoI0Q
168,GOT7(갓세븐) TOURLOG EP.04,조회수 25만회,https://www.youtube.com/watch?v=hLvsltyB0xE,https://i.ytimg.com/vi/hLvsltyB0xE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAdNB3XYKe4hjLFIbKyKmxA3dtFfg
169,[GOT2DAY 2019] 14. Mark & Youngjae,조회수 11만회,https://www.youtube.com/watch?v=F6N1zXtteMc,https://i.ytimg.com/vi/F6N1zXtteMc/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDrMU82OMFQQZmuw_b4MsTsONbRgw
170,[GOT2DAY 2019] 13. Jackson & Jinyoung,조회수 32만회,https://www.youtube.com/watch?v=rWJx6X6LFmQ,https://i.ytimg.com/vi/rWJx6X6LFmQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAryW7lFP99vK5QY766yE8CvMshTQ
171,GOT7(갓세븐) TOURLOG EP.03,조회수 23만회,https://www.youtube.com/watch?v=1CGgczBXQvs,https://i.ytimg.com/vi/1CGgczBXQvs/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBzXhOZn6YHDWsj4a1Swr45MzKXSQ
172,[GOT2DAY 2019] 12. JB & Mark,조회수 19만회,https://www.youtube.com/watch?v=91PNAcbXSXo,https://i.ytimg.com/vi/91PNAcbXSXo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBzeibcGXg7oe_O8_MdLHQ6krDEIQ
173,[GOT2DAY 2019] 11. BamBam & Yugyeom,조회수 13만회,https://www.youtube.com/watch?v=0DI7tyqqMNw,https://i.ytimg.com/vi/0DI7tyqqMNw/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMfwfC7u6y82OAncrC0SAkDPcqVw
174,"GOT7(갓세븐) MARK(마크) ""On Your MARK"" NANJING FANMEETING",조회수 16만회,https://www.youtube.com/watch?v=FT_zN9lTaRo,https://i.ytimg.com/vi/FT_zN9lTaRo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCbnW_NH6aIq6RzrLFgvhwqBXBGSw
175,GOT7(갓세븐) TOURLOG EP.02,조회수 30만회,https://www.youtube.com/watch?v=a5VYkBke9GM,https://i.ytimg.com/vi/a5VYkBke9GM/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLArmFGai550WmLUKuiwwl9p5Fxv6Q
176,[GOT2DAY 2019] 10. Mark & Jinyoung,조회수 24만회,https://www.youtube.com/watch?v=pVJbkGJ3ftM,https://i.ytimg.com/vi/pVJbkGJ3ftM/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDV2r8O1uzyj8wsk7B6KLFzAz62DQ
177,[GOT2DAY 2019] 09. JB & Youngjae,조회수 19만회,https://www.youtube.com/watch?v=EO9auSKVMsE,https://i.ytimg.com/vi/EO9auSKVMsE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLASVdb8pjrLi161Y1QHoEr2L1ImXQ
178,GOT7(갓세븐) TOURLOG EP.01,조회수 57만회,https://www.youtube.com/watch?v=FCUWps3muP0,https://i.ytimg.com/vi/FCUWps3muP0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAwDA99kKvp1X-owghXihAZzuYHjA
179,[GOT2DAY 2019] 08. Jackson & Yugyeom,조회수 19만회,https://www.youtube.com/watch?v=Dtg0edUrunU,https://i.ytimg.com/vi/Dtg0edUrunU/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBd5CvRrFDHLeVNlaJYf5eWC-NGrw
180,"GOT7(갓세븐) ""LOVE LOOP"" M/V (Vertical Ver.)",조회수 77만회,https://www.youtube.com/watch?v=vKKkJqXoReI,https://i.ytimg.com/vi/vKKkJqXoReI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDRvqLNggTqsnlNr5-0opA3MeBL-g
181,[GOT2DAY 2019] 07. Youngjae & BamBam,조회수 13만회,https://www.youtube.com/watch?v=0QLp6XzX1gU,https://i.ytimg.com/vi/0QLp6XzX1gU/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC3vj_vWmzbpMzHe8LMljYLm2I6ow
182,GOT7(갓세븐) JACKSON X Pepsi FOR THE LOVE OF IT,조회수 9.7만회,https://www.youtube.com/watch?v=hYwuYsmc4Xg,https://i.ytimg.com/vi/hYwuYsmc4Xg/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAIy16NdE6713vpZrpbMJWLxDhSkQ
183,[GOT2DAY 2019] 06. Mark & Jackson,조회수 35만회,https://www.youtube.com/watch?v=3gjvCTuGhsQ,https://i.ytimg.com/vi/3gjvCTuGhsQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAHCqCgFmfyQ0eZhiFt_uuZsNhyHg
184,[GOT2DAY 2019] 05. Jinyoung & Yugyeom,조회수 20만회,https://www.youtube.com/watch?v=8fNTil2pM7k,https://i.ytimg.com/vi/8fNTil2pM7k/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAc2EcCzGH19Bwb-0KqLJQo2WZMug
185,[GOT2DAY 2019] 04. JB & Jackson,조회수 28만회,https://www.youtube.com/watch?v=oN2BDXYiQCA,https://i.ytimg.com/vi/oN2BDXYiQCA/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC_6VdLP26Secg-4gGiS4ygcGI87w
186,GOT7 ♥ I GOT7 5TH FAN MEETING 축구왕을 꿈꾸며 '날아라 갓세븐' DVD & BLU-RAY PREVIEW,조회수 7.5만회,https://www.youtube.com/watch?v=ItgbpnI3384,https://i.ytimg.com/vi/ItgbpnI3384/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBqCkoca6ObYGYDi7_y8_BtuBfm7Q
187,[GOT2DAY 2019] 03. Youngjae & Yugyeom,조회수 15만회,https://www.youtube.com/watch?v=sIsyjmC-BkE,https://i.ytimg.com/vi/sIsyjmC-BkE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBhvMEKfovD4wBvQRgysuIvqhsMNw
188,GOT7(갓세븐) JB X SAINT LAURENT 2020 S/S COLLECTION,조회수 40만회,https://www.youtube.com/watch?v=PrLJWe-Ioqo,https://i.ytimg.com/vi/PrLJWe-Ioqo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAxFCAjKxdm5ZJc_ztqdUaV3UPAbg
189,[GOT2DAY 2019] 02. Jinyoung & BamBam,조회수 26만회,https://www.youtube.com/watch?v=DGKVGBvD20I,https://i.ytimg.com/vi/DGKVGBvD20I/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLATtDaLP9kYULGAerw7m5rD3gzq9w
190,GOT7(갓세븐) 2019 WORLD TOUR 'KEEP SPINNING' IN NEW YORK FILM,조회수 12만회,https://www.youtube.com/watch?v=OfFDE1B97Tk,https://i.ytimg.com/vi/OfFDE1B97Tk/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBk4SgzGlt-Ms8whZkMactOKsDl8w
191,[Jus2(저스투) TOURGRAPH] 'FOCUS' PREMIERE SHOWCASE TOUR EP.04,조회수 5.1만회,https://www.youtube.com/watch?v=r3_iKMDk3Wk,https://i.ytimg.com/vi/r3_iKMDk3Wk/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAwHLEE6T0MrL4rGf7C8YYXSQAB5A
192,[GOT2DAY 2019] 01. Jackson & Youngjae,조회수 41만회,https://www.youtube.com/watch?v=66aAOn4I8rc,https://i.ytimg.com/vi/66aAOn4I8rc/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDMXKHqO1aiRHFKVYVISlFTPD0VQw
193,[Jus2(저스투) TOURGRAPH] 'FOCUS' PREMIERE SHOWCASE TOUR EP.03,조회수 8.7만회,https://www.youtube.com/watch?v=SnMuyH1M6TE,https://i.ytimg.com/vi/SnMuyH1M6TE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBs5VoWmhXEG-2ESexiS6dB90zO1g
194,[Jus2(저스투) TOURGRAPH] 'FOCUS' PREMIERE SHOWCASE TOUR EP.02,조회수 8.3만회,https://www.youtube.com/watch?v=oo_kxe2oQuk,https://i.ytimg.com/vi/oo_kxe2oQuk/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBa9ZQYx3eQyK-cTIzUdzHnJni0sQ
195,GOT7(갓세븐) BAMBAM WON DARADAILY AWARDS 8 IN BANGKOK,조회수 55만회,https://www.youtube.com/watch?v=V7f66vuJer0,https://i.ytimg.com/vi/V7f66vuJer0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCbgbBsMQSD3_25Z22ZR_dhmqSXEw
196,[GOT2DAY 2019] 00. Teaser 2,조회수 21만회,https://www.youtube.com/watch?v=RJAU6OQfkFI,https://i.ytimg.com/vi/RJAU6OQfkFI/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB0cTKx29ZKg11EWOFOv6ZwniToHQ
197,[Jus2(저스투) TOURGRAPH] 'FOCUS' PREMIERE SHOWCASE TOUR EP.01,조회수 13만회,https://www.youtube.com/watch?v=LM_Pma-gvJ0,https://i.ytimg.com/vi/LM_Pma-gvJ0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAg--Jtn7Y1wifRtY4YJs7JkcgMBQ
198,"GOT7(갓세븐) ""LOVE LOOP"" M/V",조회수 1285만회,https://www.youtube.com/watch?v=_SuVaVKkqqE,https://i.ytimg.com/vi/_SuVaVKkqqE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLANMLrij9dkNOrSB28J99L86Lzj8g
199,"GOT7(갓세븐) ""LOVE LOOP"" Teaser",조회수 54만회,https://www.youtube.com/watch?v=Depoxj8vGEc,https://i.ytimg.com/vi/Depoxj8vGEc/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDOLweztdA0N3fSgk3vaX3mrMhL3w
200,GOT7(갓세븐) 2019 WORLD TOUR ‘KEEP SPINNING’ SPOT,조회수 25만회,https://www.youtube.com/watch?v=j8Ru7jE1Hho,https://i.ytimg.com/vi/j8Ru7jE1Hho/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB3XA_G4fl2g4Bmhabu1L_JEt0bLg
201,GOT7(갓세븐)_PAGE_22,조회수 21만회,https://www.youtube.com/watch?v=QwfG_z7jGjU,https://i.ytimg.com/vi/QwfG_z7jGjU/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBOLhLmnZuoASPBj7YwXyew1QWnmg
202,GOT7(갓세븐)_PAGE_21,조회수 13만회,https://www.youtube.com/watch?v=1aIk7f-oKtg,https://i.ytimg.com/vi/1aIk7f-oKtg/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDyD12wyZgbxxhc8rLM3Xj90b7fRQ
203,GOT7(갓세븐)_PAGE_20,조회수 15만회,https://www.youtube.com/watch?v=a2jsrFNWNl0,https://i.ytimg.com/vi/a2jsrFNWNl0/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4S1Dh5eHCIumfs24M8WvKnC_-JA
204,GOT7(갓세븐)_PAGE_19,조회수 27만회,https://www.youtube.com/watch?v=N6hJUjZGXik,https://i.ytimg.com/vi/N6hJUjZGXik/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLABv6L2_ArEBkVRylwE4gxvdZzkvA
205,[GOT2DAY 2019] 00. Teaser,조회수 14만회,https://www.youtube.com/watch?v=I6T0hb9BSoo,https://i.ytimg.com/vi/I6T0hb9BSoo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCCe7RoMZJN3UJk6TMYSof9-sQTpw
206,GOT7(갓세븐)_PAGE_18,조회수 19만회,https://www.youtube.com/watch?v=xyKAo0XMH9k,https://i.ytimg.com/vi/xyKAo0XMH9k/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBrTof-sUw4lFA4rPutU0GV7i_IdQ
207,GOT7(갓세븐)_PAGE_17,조회수 14만회,https://www.youtube.com/watch?v=aiCIXjkJQcg,https://i.ytimg.com/vi/aiCIXjkJQcg/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4_sQh4M1fZBiPHxC58Q9zVlVCQg
208,"GOT7(갓세븐) JACKSON ""BMW"" HIGHLIGHT SKETCH",조회수 10만회,https://www.youtube.com/watch?v=02BVRW06zvc,https://i.ytimg.com/vi/02BVRW06zvc/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBIoCiTKjPjQ_x-Kg1UNt1adXPpiA
209,GOT7(갓세븐)_PAGE_16,조회수 14만회,https://www.youtube.com/watch?v=ti2vU0Y-tZo,https://i.ytimg.com/vi/ti2vU0Y-tZo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCjVEXxvEDYJ6maMFh0AnQh2I4YBg
210,GOT7(갓세븐)_PAGE_15,조회수 11만회,https://www.youtube.com/watch?v=Gfr1ebImTRg,https://i.ytimg.com/vi/Gfr1ebImTRg/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA5aLfTXkQK8HcowV6bU_okyyaZXg
211,GOT7(갓세븐)_PAGE_14,조회수 17만회,https://www.youtube.com/watch?v=tGtPTZciAO8,https://i.ytimg.com/vi/tGtPTZciAO8/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCEIccV7P-S98OXRblMYH72SNOH3g
212,GOT7(갓세븐)_PAGE_13,조회수 12만회,https://www.youtube.com/watch?v=OKAers557gM,https://i.ytimg.com/vi/OKAers557gM/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDAAWp-GPIB6eesop_bV7rt3CmXMA
213,"GOT7(갓세븐) MONOGRAPH ""SPINNING TOP : BETWEEN SECURITY & INSECURITY"" PART4.",조회수 7.9만회,https://www.youtube.com/watch?v=H2fZ1kFo9kQ,https://i.ytimg.com/vi/H2fZ1kFo9kQ/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBFiGveXVvRT89weW43fcb0kWsYYw
214,GOT7(갓세븐)_PAGE_12,조회수 14만회,https://www.youtube.com/watch?v=mc57XWvMqDo,https://i.ytimg.com/vi/mc57XWvMqDo/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCjmbAylTEc3fNoj8HjTZk35OKUXQ
215,GOT7(갓세븐)_PAGE_11,조회수 14만회,https://www.youtube.com/watch?v=LHXCgxMxG7Q,https://i.ytimg.com/vi/LHXCgxMxG7Q/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6plqSkQX9NId0eTkQYiKkjFU20Q
216,"GOT7(갓세븐) MONOGRAPH ""SPINNING TOP : BETWEEN SECURITY & INSECURITY"" PART3.",조회수 11만회,https://www.youtube.com/watch?v=ct4HNCyttWA,https://i.ytimg.com/vi/ct4HNCyttWA/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCkgsHNuT9Hp02UDOEGleGsZt809A
